@relation spiel-weka.filters.unsupervised.attribute.Remove-R2_predicted

@attribute Verein numeric
@attribute Spieltag numeric
@attribute letzte3Tore numeric
@attribute letzte3GTore numeric
@attribute niederlagen5 numeric
@attribute siege5 numeric
@attribute draws5 numeric
@attribute predictedreal_outcome {Sieg,Unentschieden,Niederlage}
@attribute real_outcome {Sieg,Unentschieden,Niederlage}

@data
9,30,2,6,3,1,1,Unentschieden,Niederlage
18,34,0,5,4,1,0,Unentschieden,Niederlage
14,32,2,10,4,1,0,Unentschieden,Niederlage
51,33,2,4,3,0,2,Unentschieden,Niederlage
18,32,3,4,2,2,1,Unentschieden,Niederlage
14,25,2,6,3,2,0,Unentschieden,Niederlage
26,10,2,2,1,2,2,Sieg,Niederlage
45,16,3,3,2,2,1,Unentschieden,Niederlage
39,35,7,1,0,4,1,Sieg,Niederlage
34,25,3,4,2,0,3,Unentschieden,Niederlage
35,5,5,4,1,1,2,Unentschieden,Niederlage
31,8,3,7,4,1,0,Unentschieden,Niederlage
54,36,4,3,2,2,1,Unentschieden,Niederlage
34,15,5,2,0,3,2,Sieg,Niederlage
10,6,7,10,1,2,2,Sieg,Niederlage
49,24,3,6,3,2,0,Unentschieden,Niederlage
52,34,3,7,3,0,2,Unentschieden,Niederlage
35,21,8,7,1,2,2,Sieg,Niederlage
3,4,8,3,0,3,0,Sieg,Niederlage
28,9,3,3,2,2,1,Unentschieden,Niederlage
46,12,6,3,1,4,0,Sieg,Niederlage
47,13,3,5,2,1,2,Unentschieden,Niederlage
34,21,1,3,1,1,3,Unentschieden,Niederlage
24,6,4,4,1,2,2,Unentschieden,Niederlage
15,21,3,8,5,0,0,Unentschieden,Niederlage
54,32,4,1,0,2,3,Sieg,Niederlage
42,16,1,3,2,0,3,Unentschieden,Sieg
25,10,3,1,2,1,2,Unentschieden,Sieg
21,21,3,0,0,4,1,Sieg,Sieg
46,17,5,3,3,2,0,Unentschieden,Sieg
17,18,2,6,3,2,0,Unentschieden,Sieg
33,7,6,5,2,1,2,Unentschieden,Sieg
11,18,6,9,3,1,1,Unentschieden,Sieg
12,27,7,7,1,2,2,Sieg,Sieg
6,34,5,7,3,2,0,Unentschieden,Sieg
38,16,4,3,1,3,1,Unentschieden,Sieg
52,28,2,4,3,1,1,Unentschieden,Sieg
4,8,4,7,2,2,1,Unentschieden,Sieg
5,12,7,2,2,3,0,Sieg,Sieg
26,13,3,2,2,2,1,Unentschieden,Sieg
10,10,6,7,2,1,2,Unentschieden,Sieg
19,30,5,0,0,3,2,Sieg,Sieg
5,21,5,5,2,2,1,Sieg,Sieg
8,17,5,2,1,3,1,Sieg,Sieg
48,15,4,2,0,2,3,Sieg,Sieg
29,18,1,5,3,2,0,Unentschieden,Sieg
8,22,5,5,3,2,0,Unentschieden,Sieg
40,17,1,4,3,1,1,Unentschieden,Sieg
5,28,5,3,2,1,2,Sieg,Sieg
43,21,6,3,2,3,0,Unentschieden,Sieg
49,38,2,7,2,0,3,Unentschieden,Sieg
1,31,3,7,2,2,1,Unentschieden,Sieg
48,10,8,4,2,3,0,Sieg,Sieg
30,22,4,3,1,2,2,Unentschieden,Sieg
21,25,6,7,1,3,1,Sieg,Sieg
7,32,5,5,2,2,1,Sieg,Sieg
17,26,4,2,3,1,1,Unentschieden,Sieg
25,13,5,2,0,2,3,Sieg,Sieg
46,9,6,4,2,2,1,Unentschieden,Sieg
1,34,11,3,2,3,0,Sieg,Sieg
54,6,5,1,0,3,2,Sieg,Sieg
27,25,2,4,3,1,1,Unentschieden,Sieg
20,17,4,1,2,3,0,Sieg,Sieg
37,16,3,1,1,2,2,Unentschieden,Sieg
21,17,3,7,2,1,2,Unentschieden,Sieg
19,31,5,1,0,4,1,Sieg,Sieg
45,7,4,2,3,2,0,Unentschieden,Sieg
2,11,4,3,1,3,1,Sieg,Sieg
18,8,2,9,4,0,1,Unentschieden,Sieg
9,29,2,7,3,1,1,Unentschieden,Sieg
27,16,5,3,1,2,2,Sieg,Sieg
38,19,5,4,2,3,0,Unentschieden,Sieg
31,9,2,9,4,1,0,Unentschieden,Sieg
44,11,1,6,3,2,0,Unentschieden,Sieg
39,30,5,0,0,4,1,Sieg,Sieg
43,9,4,7,3,0,2,Unentschieden,Sieg
29,11,3,2,1,1,3,Unentschieden,Sieg
20,4,6,1,0,3,0,Sieg,Sieg
19,6,3,1,0,1,4,Sieg,Sieg
29,10,2,2,1,1,3,Unentschieden,Sieg
3,12,4,3,1,3,1,Sieg,Sieg
22,22,4,2,0,1,4,Sieg,Sieg
24,25,4,3,2,2,1,Unentschieden,Sieg
38,9,4,4,2,2,1,Unentschieden,Sieg
4,20,5,1,1,3,1,Sieg,Sieg
32,8,3,4,1,2,2,Unentschieden,Sieg
29,5,3,5,2,1,1,Unentschieden,Sieg
26,5,2,7,2,1,1,Unentschieden,Sieg
52,8,3,4,2,1,2,Unentschieden,Sieg
37,32,2,3,1,1,3,Unentschieden,Sieg
50,13,5,2,2,1,2,Unentschieden,Sieg
22,13,5,5,2,2,1,Unentschieden,Sieg
5,4,4,4,2,1,0,Unentschieden,Sieg
10,20,3,5,2,2,1,Unentschieden,Unentschieden
51,10,6,4,0,4,1,Sieg,Unentschieden
45,38,5,4,1,2,2,Unentschieden,Unentschieden
19,26,4,3,0,2,3,Sieg,Unentschieden
51,8,7,3,2,3,0,Sieg,Unentschieden
38,34,6,2,0,3,2,Sieg,Unentschieden
37,20,8,0,0,5,0,Sieg,Unentschieden
35,33,5,3,2,1,2,Unentschieden,Unentschieden
20,5,6,2,0,4,0,Sieg,Unentschieden
30,11,3,6,3,1,1,Unentschieden,Unentschieden
19,11,3,1,0,4,1,Sieg,Unentschieden
48,30,4,8,3,0,2,Unentschieden,Unentschieden
39,8,2,3,2,2,1,Unentschieden,Unentschieden
44,4,4,2,1,2,0,Unentschieden,Unentschieden
46,4,7,3,0,2,1,Sieg,Unentschieden
22,4,3,0,0,2,1,Sieg,Unentschieden
42,15,0,3,3,0,2,Unentschieden,Unentschieden
36,33,3,6,3,0,2,Unentschieden,Unentschieden
39,24,7,2,0,4,1,Sieg,Unentschieden
30,29,3,0,1,1,3,Unentschieden,Unentschieden
46,19,6,1,2,3,0,Sieg,Unentschieden
28,22,3,5,2,1,2,Unentschieden,Unentschieden
24,12,7,5,1,3,1,Sieg,Unentschieden
46,24,2,3,2,1,2,Unentschieden,Unentschieden
31,14,4,8,3,2,0,Unentschieden,Unentschieden
42,22,2,5,2,1,2,Unentschieden,Unentschieden
30,32,1,2,1,1,3,Unentschieden,Unentschieden
48,33,3,6,4,1,0,Unentschieden,Unentschieden
12,31,3,4,2,3,0,Unentschieden,Unentschieden
38,20,6,5,1,4,0,Sieg,Unentschieden
55,5,3,7,3,1,0,Unentschieden,Unentschieden
17,8,2,8,2,0,3,Unentschieden,Unentschieden
4,29,5,1,0,4,1,Sieg,Unentschieden
47,15,4,4,2,1,2,Unentschieden,Unentschieden
40,14,3,4,1,3,1,Unentschieden,Unentschieden
29,9,4,6,2,1,2,Unentschieden,Unentschieden
48,11,7,4,2,3,0,Sieg,Unentschieden
54,27,3,3,3,1,1,Unentschieden,Unentschieden
24,32,6,6,2,1,2,Unentschieden,Unentschieden
50,16,5,6,2,2,1,Unentschieden,Unentschieden
46,33,4,3,2,2,1,Unentschieden,Unentschieden
31,18,4,3,2,1,2,Unentschieden,Unentschieden
27,12,1,3,2,2,1,Unentschieden,Unentschieden
8,5,3,4,1,2,1,Sieg,Unentschieden
36,29,4,5,3,2,0,Unentschieden,Unentschieden
2,13,10,4,2,3,0,Sieg,Unentschieden
51,26,2,7,4,1,0,Unentschieden,Unentschieden
1,30,6,5,1,3,1,Sieg,Unentschieden
3,8,9,2,1,4,0,Sieg,Unentschieden
32,26,4,3,2,3,0,Unentschieden,Unentschieden
47,20,3,4,2,2,1,Unentschieden,Unentschieden
30,6,3,5,4,1,0,Unentschieden,Unentschieden
35,26,1,3,4,1,0,Unentschieden,Unentschieden
34,14,4,1,1,3,1,Sieg,Unentschieden
42,18,4,3,1,1,3,Unentschieden,Unentschieden
7,21,1,6,3,0,2,Unentschieden,Unentschieden
56,12,6,7,3,1,1,Unentschieden,Unentschieden
22,10,2,4,2,1,2,Unentschieden,Unentschieden
3,26,2,4,4,0,1,Unentschieden,Unentschieden
15,8,6,1,1,3,1,Sieg,Unentschieden
34,24,4,6,2,0,3,Unentschieden,Unentschieden
48,24,6,3,2,2,1,Unentschieden,Unentschieden
4,6,4,2,2,2,1,Sieg,Unentschieden
12,6,6,2,3,2,0,Sieg,Unentschieden
17,6,5,6,3,0,2,Unentschieden,Unentschieden
36,10,4,8,3,1,1,Unentschieden,Unentschieden
28,7,1,3,2,3,0,Unentschieden,Unentschieden
24,19,4,3,1,4,0,Sieg,Unentschieden
15,13,5,8,1,1,3,Unentschieden,Unentschieden
51,15,4,1,1,2,2,Unentschieden,Unentschieden
14,31,3,9,4,1,0,Unentschieden,Unentschieden
41,34,5,8,4,0,1,Unentschieden,Unentschieden
39,38,3,2,1,4,0,Sieg,Unentschieden
7,24,4,4,2,0,3,Unentschieden,Unentschieden
45,26,6,4,1,3,1,Sieg,Niederlage
56,8,2,6,4,0,1,Unentschieden,Niederlage
29,6,3,4,2,2,1,Unentschieden,Niederlage
31,32,6,4,2,3,0,Sieg,Niederlage
37,29,5,4,0,2,3,Sieg,Niederlage
40,18,4,4,3,1,1,Unentschieden,Niederlage
46,32,7,3,1,2,2,Sieg,Niederlage
33,31,4,2,2,2,1,Unentschieden,Niederlage
31,4,3,2,1,2,0,Unentschieden,Niederlage
13,19,3,3,2,1,2,Unentschieden,Niederlage
36,16,1,8,4,0,1,Unentschieden,Niederlage
8,33,3,2,2,1,2,Sieg,Niederlage
51,35,3,5,2,1,2,Unentschieden,Niederlage
52,18,4,3,2,2,1,Unentschieden,Niederlage
54,23,4,3,1,1,3,Unentschieden,Niederlage
55,22,2,3,3,2,0,Unentschieden,Niederlage
16,5,5,6,2,1,1,Unentschieden,Niederlage
50,24,4,3,1,2,2,Unentschieden,Niederlage
26,34,6,0,1,3,1,Sieg,Niederlage
27,8,4,1,1,2,2,Sieg,Niederlage
28,5,5,2,1,3,0,Sieg,Niederlage
41,11,2,9,3,1,1,Unentschieden,Niederlage
34,5,2,7,2,0,2,Unentschieden,Niederlage
45,14,3,5,2,3,0,Unentschieden,Niederlage
53,25,0,6,2,1,2,Unentschieden,Niederlage
48,34,2,4,3,1,1,Unentschieden,Niederlage
41,6,5,3,1,3,1,Sieg,Niederlage
6,7,2,9,3,2,0,Unentschieden,Niederlage
46,10,7,1,2,3,0,Sieg,Niederlage
31,28,5,4,1,1,3,Unentschieden,Niederlage
32,11,7,2,1,2,2,Sieg,Niederlage
6,31,6,2,3,2,0,Sieg,Niederlage
33,33,4,8,2,2,1,Unentschieden,Niederlage
45,4,1,6,3,0,0,Unentschieden,Niederlage
52,27,4,4,2,2,1,Unentschieden,Niederlage
44,8,5,4,1,2,2,Unentschieden,Niederlage
28,12,0,3,1,1,3,Unentschieden,Niederlage
42,12,2,5,2,1,2,Unentschieden,Niederlage
45,21,0,3,3,1,1,Unentschieden,Niederlage
51,17,5,1,0,3,2,Sieg,Niederlage
13,17,6,14,4,0,1,Unentschieden,Sieg
40,34,6,3,2,1,2,Unentschieden,Sieg
14,18,4,4,1,0,4,Unentschieden,Sieg
5,27,3,8,2,1,2,Unentschieden,Sieg
23,10,6,4,1,3,1,Sieg,Sieg
56,15,3,4,1,2,2,Unentschieden,Sieg
26,8,5,1,1,2,2,Sieg,Sieg
1,11,8,4,0,4,1,Sieg,Sieg
2,28,4,2,1,3,1,Sieg,Sieg
21,33,6,3,1,3,1,Sieg,Sieg
21,5,4,8,2,0,2,Unentschieden,Sieg
34,10,3,7,2,0,3,Unentschieden,Sieg
53,27,1,4,3,0,2,Unentschieden,Sieg
48,22,2,4,4,0,1,Unentschieden,Sieg
43,16,5,4,2,2,1,Unentschieden,Sieg
21,20,6,2,1,3,1,Sieg,Sieg
53,6,6,6,2,1,2,Unentschieden,Sieg
3,13,7,5,1,3,1,Sieg,Sieg
39,21,5,2,2,2,1,Unentschieden,Sieg
20,23,3,4,2,1,2,Unentschieden,Sieg
27,27,3,2,2,2,1,Unentschieden,Sieg
43,18,2,2,2,2,1,Unentschieden,Sieg
52,22,0,9,4,1,0,Unentschieden,Sieg
52,11,4,2,1,3,1,Sieg,Sieg
40,9,3,5,2,0,3,Unentschieden,Sieg
13,33,5,9,2,2,1,Unentschieden,Sieg
48,5,4,4,2,1,1,Unentschieden,Sieg
37,38,1,3,2,2,1,Unentschieden,Sieg
25,19,2,5,3,2,0,Unentschieden,Sieg
37,19,6,0,0,4,1,Sieg,Sieg
4,21,7,1,0,4,1,Sieg,Sieg
40,24,2,4,1,2,2,Unentschieden,Sieg
46,35,3,9,3,1,1,Unentschieden,Sieg
7,29,6,2,2,3,0,Sieg,Sieg
33,13,1,3,4,0,1,Unentschieden,Sieg
2,19,5,6,2,1,2,Sieg,Sieg
3,20,4,5,3,2,0,Unentschieden,Sieg
4,34,3,4,2,2,1,Sieg,Sieg
21,19,6,3,2,2,1,Sieg,Sieg
19,7,6,1,0,2,3,Sieg,Sieg
25,30,4,4,0,1,4,Unentschieden,Sieg
16,22,2,10,5,0,0,Unentschieden,Sieg
8,16,2,1,2,2,1,Sieg,Sieg
50,29,3,2,1,2,2,Unentschieden,Sieg
7,14,7,1,1,4,0,Sieg,Sieg
47,21,2,1,2,2,1,Unentschieden,Sieg
26,22,4,5,2,0,3,Unentschieden,Sieg
42,8,5,5,1,3,1,Unentschieden,Sieg
53,29,5,2,1,2,2,Unentschieden,Sieg
33,14,2,2,3,1,1,Unentschieden,Sieg
34,16,4,5,1,2,2,Unentschieden,Sieg
19,17,3,2,2,3,0,Unentschieden,Sieg
1,17,12,1,0,5,0,Sieg,Sieg
45,10,2,1,1,3,1,Sieg,Sieg
40,19,3,4,4,1,0,Unentschieden,Sieg
3,19,2,5,3,2,0,Unentschieden,Sieg
13,28,3,7,2,2,1,Unentschieden,Sieg
32,21,7,6,2,1,2,Unentschieden,Sieg
48,7,5,2,2,2,1,Unentschieden,Sieg
40,10,5,4,1,1,3,Unentschieden,Sieg
21,12,6,6,1,3,1,Sieg,Sieg
1,32,2,4,2,2,1,Sieg,Sieg
53,34,3,5,2,2,1,Unentschieden,Sieg
24,18,3,3,2,3,0,Unentschieden,Sieg
13,24,2,1,2,1,2,Unentschieden,Sieg
33,34,2,9,3,1,1,Unentschieden,Sieg
48,35,2,4,3,1,1,Unentschieden,Sieg
